1.000000,0.000496,0.944193,0.053163,0.884645,0.106525,0.823508,0.160896,0.753030,0.226030,0.689362,0.284818,0.625679,0.348368,0.568700,0.407168,0.527310,0.448475,0.465928,0.510300,0.390520,0.591226,0.332083,0.655873,0.289776,0.699447,0.233461,0.763163,0.175436,0.828307,0.125126,0.880777,0.087111,0.915747,0.068174,0.934813,0.025615,0.975897,0.000000,1.000000,1
1.000000,1.000000,0.952900,0.944646,0.910646,0.885978,0.868444,0.825800,0.812884,0.756081,0.762852,0.693103,0.699433,0.629441,0.637231,0.572206,0.596015,0.530827,0.533301,0.469378,0.442247,0.393188,0.366237,0.333869,0.320319,0.291376,0.243087,0.234009,0.164949,0.174968,0.108517,0.124339,0.079074,0.086741,0.059767,0.067779,0.021355,0.025412,0.000000,0.000000,1
0.000000,1.000000,0.057502,0.945470,0.120508,0.888445,0.185448,0.830069,0.258911,0.761768,0.325321,0.700089,0.389023,0.636453,0.444914,0.578720,0.486331,0.537359,0.547440,0.475788,0.619662,0.398112,0.674530,0.337125,0.716126,0.294293,0.768206,0.234941,0.822175,0.173994,0.871293,0.122792,0.911111,0.086019,0.930000,0.067026,0.973472,0.025065,1.000000,0.000066,1
0.000000,1.000000,0.055759,0.947280,0.115263,0.893869,0.176362,0.839455,0.246802,0.774280,0.310443,0.715464,0.374106,0.651894,0.431074,0.593083,0.472459,0.551772,0.533840,0.489947,0.609257,0.409033,0.667709,0.344401,0.710031,0.300843,0.766372,0.237154,0.824431,0.172045,0.874774,0.119609,0.912816,0.084669,0.931768,0.065620,0.974362,0.024574,1.000000,0.000496,1
0.000000,0.000000,0.054972,0.062605,0.112870,0.135836,0.172201,0.211987,0.241255,0.294267,0.303623,0.368751,0.367277,0.432572,0.424750,0.485329,0.466123,0.526840,0.527631,0.587152,0.604526,0.650069,0.664635,0.694497,0.707288,0.733969,0.765596,0.773640,0.825539,0.815694,0.876436,0.861227,0.913641,0.906196,0.932616,0.924891,0.974786,0.970895,1.000000,1.000000,1
0.000000,0.000000,0.053960,0.056373,0.109806,0.117086,0.166884,0.179506,0.234169,0.250989,0.294913,0.315581,0.358552,0.379266,0.416665,0.435873,0.458021,0.477271,0.519690,0.538559,0.598467,0.612888,0.660684,0.670116,0.703760,0.712185,0.764570,0.767069,0.826911,0.823726,0.878519,0.873639,0.914669,0.912271,0.933676,0.931195,0.975318,0.974071,1.000000,1.000000,1
0.000000,0.000000,0.047199,0.055353,0.089541,0.114020,0.131822,0.174197,0.187464,0.243915,0.237556,0.306892,0.301026,0.370554,0.363260,0.427788,0.404491,0.469168,0.467212,0.530616,0.558252,0.606807,0.634229,0.666125,0.680115,0.708619,0.757285,0.765987,0.835340,0.825029,0.891693,0.875658,0.921082,0.913258,0.940355,0.932220,0.978692,0.974587,1.000000,1.000000,1
1.000000,0.000066,0.942401,0.054588,0.879304,0.111606,0.814283,0.169976,0.740746,0.238270,0.674284,0.299946,0.610546,0.363580,0.554635,0.421311,0.513211,0.462671,0.452103,0.524243,0.379901,0.601921,0.325063,0.662910,0.283497,0.705744,0.231465,0.765100,0.177559,0.826052,0.128505,0.877258,0.088742,0.914036,0.069883,0.933030,0.026482,0.974997,0.000000,1.000000,1
1.000000,1.000000,0.945046,0.937220,0.887167,0.863826,0.827851,0.787532,0.758810,0.705115,0.696452,0.630535,0.632804,0.566643,0.575333,0.513846,0.533961,0.472320,0.472452,0.412006,0.395552,0.349123,0.335437,0.304750,0.292779,0.265332,0.234463,0.225754,0.174510,0.183820,0.123602,0.138407,0.086387,0.093537,0.067407,0.074896,0.025223,0.029022,0.000000,0.000000,1
1.000000,1.000000,0.946117,0.943607,0.890342,0.882876,0.833327,0.820439,0.766102,0.748940,0.705399,0.684336,0.641791,0.620643,0.583695,0.564031,0.542346,0.522631,0.480676,0.461341,0.401885,0.387017,0.339644,0.329795,0.296544,0.287732,0.235694,0.232859,0.173301,0.176217,0.121640,0.126319,0.085448,0.087698,0.066417,0.068781,0.024718,0.025920,0.000000,0.000000,1
1.000000,0.197513,0.951044,0.415262,0.903221,0.924519,0.856200,0.908179,0.807250,0.417138,0.758674,0.165499,0.711651,0.388458,0.661514,0.889541,0.610626,0.995926,0.561722,0.944878,0.512812,0.690974,0.463106,0.358422,0.417733,0.350528,0.370007,0.586626,0.328073,0.943539,0.280484,0.898095,0.202789,0.647155,0.153458,0.643684,0.041278,0.922616,0.000000,1.000000,1
0.000000,1.000000,0.046758,0.950827,0.089158,0.902453,0.136614,0.855487,0.191307,0.807141,0.242984,0.758896,0.287846,0.711656,0.332774,0.660984,0.382869,0.610020,0.432738,0.561220,0.484889,0.512652,0.538741,0.463380,0.584632,0.418064,0.630206,0.370115,0.668604,0.327814,0.717209,0.280330,0.798575,0.203016,0.848532,0.153748,0.959031,0.041384,1.000000,0.000069,1
0.000000,1.000000,0.048396,0.950128,0.094907,0.899969,0.141997,0.853186,0.192264,0.806811,0.241542,0.759646,0.288037,0.711715,0.336935,0.659329,0.387624,0.608136,0.436747,0.559697,0.486413,0.512253,0.537091,0.464411,0.582590,0.419300,0.629822,0.370660,0.670940,0.327199,0.718785,0.280088,0.797376,0.204059,0.846884,0.155033,0.958757,0.042172,1.000000,0.000778,1
